SampleID,Year,Lake,Site,CollectionDate,Location,Depth,Taxon,N,Length,Weight,Tissue,GutID,FishID,VolumeFiltered,Isotopes,Type,Comments
I-1173,2010,Ward,A,21-Jul-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alkalinity=1599 uEq/L
I-1174,2010,Ward,B,21-Jul-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alkalinity=1599 uEq/L
I-1175,2010,Ward,C,21-Jul-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alkalinity=1599 uEq/L
I-1176,2010,Ward,D,21-Jul-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alkalinity=1599 uEq/L
I-1177,2010,Ward,E,21-Jul-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alkalinity=1599 uEq/L
I-1178,2010,Ward,A,21-Jul-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no chl-a max, alkalinity=2886 uEq/L"
I-1179,2010,Ward,B,21-Jul-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no chl-a max, alkalinity=2886 uEq/L"
I-1180,2010,Ward,C,21-Jul-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no chl-a max, alkalinity=2886 uEq/L"
I-1181,2010,Ward,D,21-Jul-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no chl-a max, alkalinity=2886 uEq/L"
I-1182,2010,Ward,E,21-Jul-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no chl-a max, alkalinity=2886 uEq/L"
I-1183,2010,Ward,E,21-Jul-10,Littoral,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alkalinity=1662 uEq/L
I-1184,2010,Ward,E,21-Jul-10,Hypo,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,alkalinity=4392.9 uEq/L
I-1185,2010,Ward,A,18-Aug-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1186,2010,Ward,B,18-Aug-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1187,2010,Ward,C,18-Aug-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1188,2010,Ward,D,18-Aug-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1189,2010,Ward,E,18-Aug-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1190,2010,Ward,A,18-Aug-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1191,2010,Ward,B,18-Aug-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1192,2010,Ward,C,18-Aug-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1193,2010,Ward,D,18-Aug-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1194,2010,Ward,E,18-Aug-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1195,2010,Ward,E,18-Aug-10,Littoral,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1196,2010,Ward,E,18-Aug-10,Hypo,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1197,2012,Ward,A,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1198,2012,Ward,A,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1199,2012,Ward,B,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1200,2012,Ward,B,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1201,2012,Ward,C,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1202,2012,Ward,C,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1203,2012,Ward,A,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1204,2012,Ward,A,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1205,2012,Ward,B,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1206,2012,Ward,B,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1207,2012,Ward,C,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1208,2012,Ward,C,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1209,2012,Ward,A,15-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1210,2012,Ward,A,15-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1211,2012,Ward,B,15-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1212,2012,Ward,B,15-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1213,2012,Ward,C,15-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
I-1214,2012,Ward,C,15-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0339,2010,Ward,A,24-May-10,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0340,2010,Ward,B,24-May-10,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0341,2010,Ward,C,24-May-10,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0342,2010,Ward,D,24-May-10,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0343,2010,Ward,E,24-May-10,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0344,2010,Ward,A,24-May-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0345,2010,Ward,B,24-May-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0346,2010,Ward,C,24-May-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0347,2010,Ward,D,24-May-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0348,2010,Ward,E,24-May-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0349,2010,Ward,E,24-May-10,Hypo,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0350,2010,Ward,E,24-May-10,Litt,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0351,2010,Ward,A,22-Jun-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0352,2010,Ward,B,22-Jun-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0353,2010,Ward,C,22-Jun-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0354,2010,Ward,D,22-Jun-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0355,2010,Ward,E,22-Jun-10,Epi,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0356,2010,Ward,A,22-Jun-10,Meta,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0357,2010,Ward,B,22-Jun-10,Meta,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0358,2010,Ward,C,22-Jun-10,Meta,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0359,2010,Ward,D,22-Jun-10,Meta,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0360,2010,Ward,E,22-Jun-10,Meta,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0361,2010,Ward,E,22-Jun-10,Littoral,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0362,2010,Ward,E,22-Jun-10,Hypo,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0363,2010,Ward,A,22-Jul-10,Epi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0364,2010,Ward,B,22-Jul-10,Epi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0365,2010,Ward,C,22-Jul-10,Epi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0366,2010,Ward,D,22-Jul-10,Epi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0367,2010,Ward,E,22-Jul-10,Epi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0368,2010,Ward,A,22-Jul-10,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0369,2010,Ward,B,22-Jul-10,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0370,2010,Ward,C,22-Jul-10,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0371,2010,Ward,D,22-Jul-10,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0372,2010,Ward,E,22-Jul-10,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0373,2010,Ward,E,22-Jul-10,Littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0374,2010,Ward,E,22-Jul-10,Hypo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0375,2010,Ward,A,20-Aug-10,Epi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0376,2010,Ward,B,20-Aug-10,Epi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0377,2010,Ward,C,20-Aug-10,Epi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0378,2010,Ward,D,20-Aug-10,Epi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0379,2010,Ward,E,20-Aug-10,Epi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0380,2010,Ward,A,20-Aug-10,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0381,2010,Ward,B,20-Aug-10,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0382,2010,Ward,C,20-Aug-10,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0383,2010,Ward,D,20-Aug-10,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0384,2010,Ward,E,20-Aug-10,Meta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0385,2010,Ward,E,20-Aug-10,Littoral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0386,2010,Ward,E,20-Aug-10,Hypo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0387,2012,Ward,A,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0388,2012,Ward,A,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0389,2012,Ward,B,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0390,2012,Ward,B,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0391,2012,Ward,C,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0392,2012,Ward,C,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0393,2012,Ward,A,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0394,2012,Ward,A,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0395,2012,Ward,B,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0396,2012,Ward,B,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0397,2012,Ward,C,17-Jul-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0398,2012,Ward,C,17-Jul-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0399,2012,Ward,A,15-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0400,2012,Ward,A,15-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0401,2012,Ward,B,15-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0402,2012,Ward,B,15-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0403,2012,Ward,C,15-Aug-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0404,2012,Ward,C,15-Aug-12,Meta,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0405,2012,Aquashade,NA,15-Jul-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O-0406,2012,Aquashade,NA,15-Jul-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P-1124,2010,Ward,A,24-May-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,200 mL,"13C/15N; this sample maybe was switched with ""Meta B""",,NA
P-1125,2010,Ward,B,24-May-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,200 mL,"13C/15N; there were 2 bottles labeled ""Meta B"" when samples came back from field, but not ""Meta A"" bottle, this & Meta A may be switched",,NA
P-1126,2010,Ward,C,24-May-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,200 mL,13C/15N,,NA
P-1127,2010,Ward,D,24-May-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,200 mL,13C/15N,,NA
P-1128,2010,Ward,E,24-May-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,200 mL,13C/15N,,NA
P-1129,2010,Ward,A,24-May-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,150 mL,13C/15N,,NA
P-1130,2010,Ward,B,24-May-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,150 mL,13C/15N,,NA
P-1131,2010,Ward,C,24-May-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,150 mL,13C/15N,,NA
P-1132,2010,Ward,D,24-May-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,150 mL,13C/15N,,NA
P-1133,2010,Ward,E,24-May-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,150 mL,13C/15N,,NA
P-1134,2010,Ward,E,24-May-10,Littoral,Littoral,NA,NA,NA,NA,NA,NA,NA,200 mL?,13C/15N,,NA
P-1135,2010,Ward,E,24-May-10,Hypo,Hypo,NA,NA,NA,NA,NA,NA,NA,100 mL,13C/15N,,NA
P-1136,2010,Ward,A,24-May-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,~2L,dD; 1.72 mg,,NA
P-1137,2010,Ward,B,24-May-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,~2L,dD; 1.35 mg,,NA
P-1138,2010,Ward,C,24-May-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,~2L,dD; 0.91 mg,,NA
P-1139,2010,Ward,D,24-May-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,~2L,dD; 1.06 mg,,NA
P-1140,2010,Ward,E,24-May-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,~2L,dD; 0.66 mg,,NA
P-1141,2010,Ward,A,24-May-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,~2L,dD; 1.10 mg,,NA
P-1142,2010,Ward,B,24-May-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,~2L,dD; ? mg,,NA
P-1143,2010,Ward,C,24-May-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,~2L,dD; 1.57 mg,,NA
P-1144,2010,Ward,D,24-May-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,~2L,dD; 0.78 mg,,NA
P-1145,2010,Ward,E,24-May-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,~2L,dD; 0.75 mg,,NA
P-1146,2010,Ward,E,24-May-10,Littoral,Littoral,NA,NA,NA,NA,NA,NA,NA,~2L,dD; ? mg,,NA
P-1147,2010,Ward,E,24-May-10,Hypo,Hypo,NA,NA,NA,NA,NA,NA,NA,~75mL,dD; 1 mg,,NA
P-1148,2010,Ward,A,22-Jun-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,200 mL,13C/15N,,NA
P-1149,2010,Ward,B,22-Jun-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,200 mL,13C/15N,,NA
P-1150,2010,Ward,C,22-Jun-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,200 mL,13C/15N,,NA
P-1151,2010,Ward,D,22-Jun-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,200 mL,13C/15N,,NA
P-1152,2010,Ward,E,22-Jun-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,200 mL,13C/15N,,NA
P-1153,2010,Ward,A,22-Jun-10,Meta,Meta (3.5m),NA,NA,NA,NA,NA,NA,NA,100 mL,13C/15N,,NA
P-1154,2010,Ward,B,22-Jun-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,100 mL,13C/15N,,NA
P-1155,2010,Ward,C,22-Jun-10,Meta,Meta (3.5m),NA,NA,NA,NA,NA,NA,NA,100 mL,13C/15N,,NA
P-1156,2010,Ward,D,22-Jun-10,Meta,Meta (3.5m),NA,NA,NA,NA,NA,NA,NA,100 mL,13C/15N,,NA
P-1157,2010,Ward,E,22-Jun-10,Meta,Meta (3.5m),NA,NA,NA,NA,NA,NA,NA,100 mL,13C/15N,,NA
P-1158,2010,Ward,E,22-Jun-10,Littoral,Littoral (0.5m),NA,NA,NA,NA,NA,NA,NA,200 mL,13C/15N,,NA
P-1159,2010,Ward,E,22-Jun-10,Hypo,Hypo (6m),NA,NA,NA,NA,NA,NA,NA,70 mL,13C/15N,,NA
P-1160,2010,Ward,A,24-Jun-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,dD; 3.93 mg,,NA
P-1161,2010,Ward,B,24-Jun-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,dD; 2.55 mg,,NA
P-1162,2010,Ward,C,24-Jun-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,dD; 3.22 mg,,NA
P-1163,2010,Ward,D,24-Jun-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,dD; 3.05 mg,,NA
P-1164,2010,Ward,E,24-Jun-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,dD; 3.65 mg,,NA
P-1165,2010,Ward,A,24-Jun-10,Meta,Meta (3.5m),NA,NA,NA,NA,NA,NA,NA,,dD; 7.23 mg,,NA
P-1166,2010,Ward,B,24-Jun-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,dD; 4.23 mg,,NA
P-1167,2010,Ward,C,25-Jun-10,Meta,Meta (3.5m),NA,NA,NA,NA,NA,NA,NA,,dD; 5.11 mg,,NA
P-1168,2010,Ward,D,24-Jun-10,Meta,Meta (3.5m),NA,NA,NA,NA,NA,NA,NA,,dD; 5.15 mg,,NA
P-1169,2010,Ward,E,24-Jun-10,Meta,Meta (3.5m),NA,NA,NA,NA,NA,NA,NA,,dD; 6 mg,,NA
P-1170,2010,Ward,E,24-Jun-10,Littoral,Littoral (0.5m),NA,NA,NA,NA,NA,NA,NA,,dD; 3.79 mg,,NA
P-1171,2010,Ward,E,25-Jun-10,Hypo,Hypo (6m),NA,NA,NA,NA,NA,NA,NA,,dD; 13.39 mg (?),,NA
P-1172,2010,Ward,A,22-Jul-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1173,2010,Ward,B,22-Jul-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1174,2010,Ward,C,22-Jul-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1175,2010,Ward,D,22-Jul-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1176,2010,Ward,E,22-Jul-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1177,2010,Ward,A,22-Jul-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1178,2010,Ward,B,22-Jul-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1179,2010,Ward,C,22-Jul-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1180,2010,Ward,D,22-Jul-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1181,2010,Ward,E,22-Jul-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1182,2010,Ward,E,22-Jul-10,Littoral,Littoral,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1183,2010,Ward,E,22-Jul-10,Hypo,Hypo,NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1184,2010,Ward,A,19-Jul-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,,dD; 1.86 mg,,NA
P-1185,2010,Ward,B,19-Jul-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,~3L,dD; 1.79 mg,,NA
P-1186,2010,Ward,C,19-Jul-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,~3L,dD; 3.85 mg,,NA
P-1187,2010,Ward,D,19-Jul-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,~3L,dD; 3.81 mg,,NA
P-1188,2010,Ward,E,19-Jul-10,Epi,Epi,NA,NA,NA,NA,NA,NA,NA,~3L,dD; 3.73 mg,,NA
P-1189,2010,Ward,A,19-Jul-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,~3L,dD; 5.37 mg,,NA
P-1190,2010,Ward,B,19-Jul-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,~3L,dD; 4.89 mg,,NA
P-1191,2010,Ward,C,19-Jul-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,~3L,dD; 5.95 mg,,NA
P-1192,2010,Ward,D,19-Jul-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,~3L,dD; 8.09 mg,,NA
P-1193,2010,Ward,E,19-Jul-10,Meta,Meta,NA,NA,NA,NA,NA,NA,NA,~3L,dD; 7.68 mg,,NA
P-1194,2010,Ward,E,19-Jul-10,Littoral,Littoral,NA,NA,NA,NA,NA,NA,NA,~3L,dD; 5.61 mg,,NA
P-1195,2010,Ward,E,19-Jul-10,Hypo,Hypo,NA,NA,NA,NA,NA,NA,NA,,dD; 11.39 mg,,NA
P-1196,2010,Ward,A,19-Aug-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1197,2010,Ward,B,19-Aug-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1198,2010,Ward,C,19-Aug-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1199,2010,Ward,D,19-Aug-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1200,2010,Ward,E,19-Aug-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1201,2010,Ward,A,19-Aug-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1202,2010,Ward,B,19-Aug-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1203,2010,Ward,C,19-Aug-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1204,2010,Ward,D,19-Aug-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1205,2010,Ward,E,19-Aug-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1206,2010,Ward,E,19-Aug-10,Littoral,litt (0.5m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1207,2010,Ward,E,19-Aug-10,Hypo,Hypo (5.5m),NA,NA,NA,NA,NA,NA,NA,,dD,,NA
P-1208,2010,Ward,A,20-Aug-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1209,2010,Ward,B,20-Aug-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1210,2010,Ward,C,20-Aug-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1211,2010,Ward,D,20-Aug-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1212,2010,Ward,E,20-Aug-10,Epi,Epi (1m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1213,2010,Ward,A,20-Aug-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1214,2010,Ward,B,20-Aug-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1215,2010,Ward,C,20-Aug-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1216,2010,Ward,D,20-Aug-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1217,2010,Ward,E,20-Aug-10,Meta,Meta (2.5m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1218,2010,Ward,E,20-Aug-10,Hypo,Hypo (5.5m),NA,NA,NA,NA,NA,NA,NA,,13C/15N,,NA
P-1232,2012,Ward,A,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,200,CN,,CN Cooked >100_C
P-1233,2012,Ward,A,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,200,CN,,CN Cooked >100_C
P-1234,2012,Ward,B,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,200,CN,,CN Cooked >100_C
P-1235,2012,Ward,B,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,200,CN,,CN Cooked >100_C
P-1236,2012,Ward,C,19-Jun-12,Epi,0.5,NA,NA,NA,NA,NA,NA,NA,200,CN,,CN Cooked >100_C
P-1237,2012,Ward,C,19-Jun-12,Meta,1.5,NA,NA,NA,NA,NA,NA,NA,200,CN,,CN Cooked >100_C
